user_id,item_id,rate
972,841,4
972,534,3
972,258,4
972,993,1
972,857,3
972,267,3
972,810,3
972,67,3
972,698,4
972,87,5
971,816,5
971,813,4
971,30,4
971,27,3
971,14,2
971,910,5
971,421,1
971,420,4
971,94,4
971,389,3
970,92,4
970,934,5
970,616,3
970,946,4
970,997,4
970,60,5
970,84,4
970,811,3
970,517,3
970,903,4
970,616,4
970,60,4
970,162,3
970,600,5
970,346,4
970,432,4
970,902,4
970,946,3
970,893,4
970,251,2
970,896,4
970,476,2
970,494,4
970,641,5
970,893,1
969,448,4
969,602,5
969,598,1
969,983,4
969,571,4
969,232,4
969,769,3
969,436,3
969,633,4
968,337,5
968,523,5
968,834,2
968,413,5
968,570,5
968,341,4
968,440,4
968,377,3
968,382,4
968,896,1
968,736,4
968,505,4
968,53,5
967,936,4
967,799,5
967,561,4
967,24,4
967,234,5
967,902,3
967,31,2
967,125,4
967,544,5
967,325,1
967,673,4
967,3,4
967,549,4
967,896,3
967,206,4
966,83,3
966,482,5
966,946,5
966,587,2
966,850,4
966,348,4
966,616,5
966,997,5
966,122,4
966,473,3
966,820,1
966,680,5
966,899,4
966,620,5
966,666,4
966,133,3
966,794,5
965,531,4
965,428,2
965,125,3
965,36,4
965,406,4
965,896,3
965,816,1
965,655,3
965,526,4
965,665,3
965,927,3
965,890,5
965,981,2
965,232,4
965,292,4
965,540,4
965,309,4
965,555,5
965,290,3
964,845,1
964,820,2
964,601,3
964,799,3
964,829,5
964,186,3
964,470,4
964,781,3
964,450,4
964,118,3
964,531,3
964,97,3
964,717,3
964,61,3
963,616,4
963,724,5
963,105,4
963,50,4
963,243,4
963,223,3
963,710,4
963,739,3
963,681,3
963,638,2
963,35,4
962,820,3
962,476,4
962,656,5
962,133,4
962,330,5
962,774,4
962,641,2
962,3,4
962,815,5
962,311,3
962,936,5
962,803,5
962,85,4
962,724,4
962,971,4
962,459,4
962,303,5
962,308,4
962,562,5
962,312,4
962,863,3
962,124,4
962,791,2
962,275,3
962,126,5
962,118,5
962,863,4
962,219,5
962,188,4
962,337,5
962,888,5
962,483,5
962,769,5
962,545,4
962,383,4
962,848,5
962,135,4
962,416,3
962,546,5
962,44,4
962,217,4
962,574,4
962,646,5
962,272,5
962,219,5
962,982,3
962,595,3
962,505,5
962,549,3
962,285,5
962,430,3
962,906,4
962,989,4
962,382,3
961,731,5
961,175,3
961,780,4
961,159,3
961,419,1
961,540,4
961,780,4
961,406,5
961,97,4
961,594,4
961,212,4
960,363,4
960,774,3
960,646,4
960,673,1
960,127,5
960,848,3
960,804,3
960,63,5
960,531,5
960,942,2
960,896,4
960,702,3
960,932,4
960,283,3
960,601,4
960,456,4
960,8,3
960,587,3
960,285,5
960,170,5
960,606,3
960,263,5
960,628,2
960,656,3
960,832,4
960,785,3
960,130,1
960,830,4
960,673,2
960,372,4
960,898,4
960,599,2
960,800,5
960,302,4
960,330,5
960,772,4
960,528,4
960,942,3
960,61,3
960,399,5
960,330,4
960,107,2
960,369,2
960,616,4
960,638,2
960,838,4
960,500,4
960,343,3
960,274,4
960,785,3
960,945,4
960,466,5
960,706,5
960,245,3
960,321,4
960,75,4
960,118,5
959,623,4
959,275,4
959,941,4
959,646,2
959,305,4
959,1,4
959,607,3
959,896,4
959,340,1
959,736,5
959,17,4
959,434,5
959,441,3
958,971,5
958,202,4
958,823,3
958,769,4
958,130,5
958,948,4
958,829,5
958,126,5
958,613,1
958,590,5
957,590,3
957,97,5
957,893,2
957,303,5
957,547,1
957,303,1
957,381,4
957,829,2
957,593,5
957,880,5
957,948,4
957,24,5
957,211,2
957,859,5
956,40,4
956,484,5
956,455,2
956,466,5
956,771,5
956,648,4
956,899,4
956,711,3
956,966,4
956,591,5
956,346,4
956,737,3
956,482,4
956,911,5
956,558,4
956,221,3
956,469,5
956,269,4
956,57,5
956,340,4
956,170,5
956,596,5
955,531,4
955,20,4
955,71,4
955,747,4
955,904,3
955,863,4
955,175,1
955,1,4
955,568,3
955,590,4
955,900,4
955,276,4
955,395,3
954,535,4
954,869,5
954,739,5
954,326,3
954,465,4
954,53,5
954,491,4
954,847,4
954,804,4
954,636,2
954,482,5
954,362,4
954,729,4
954,461,4
954,137,4
954,36,4
954,476,4
954,753,5
954,819,5
954,478,4
953,84,4
953,257,5
953,755,5
953,420,4
953,406,3
953,26,2
953,340,3
953,859,1
953,41,4
953,208,5
953,646,4
953,245,3
953,741,4
953,542,3
953,433,3
953,220,5
953,143,5
953,376,4
953,794,4
953,401,5
953,799,2
953,444,2
953,488,3
953,414,4
953,356,4
953,906,4
952,140,4
952,278,3
952,589,3
952,705,3
952,466,4
952,831,3
952,639,3
952,165,2
952,779,3
951,842,4
951,590,4
951,19,2
951,629,3
951,192,3
951,33,4
951,418,5
951,406,4
951,935,2
951,171,5
951,666,5
951,822,4
951,224,3
951,751,4
951,321,3
951,825,5
951,903,2
951,708,4
951,312,3
950,332,1
950,468,1
950,917,4
950,468,5
950,764,4
950,675,2
950,53,5
950,834,2
950,255,1
950,598,4
950,328,2
950,838,1
950,267,4
949,497,5
949,125,5
949,358,5
949,834,3
949,174,4
949,505,4
949,372,5
949,356,5
949,832,5
949,97,5
949,531,3
949,210,5
949,500,4
949,511,5
949,1,5
949,782,4
949,875,4
949,220,5
949,528,5
949,342,3
949,581,5
949,385,5
949,941,5
949,348,1
949,503,5
949,17,5
949,800,4
948,981,4
948,916,5
948,916,5
948,433,1
948,194,4
948,646,2
948,133,5
948,525,2
948,713,4
948,971,5
948,840,2
948,610,4
948,716,5
948,563,5
948,363,5
948,641,5
948,497,4
948,879,2
948,347,4
948,932,5
948,610,4
947,475,5
947,389,3
947,595,3
947,435,4
947,421,3
947,680,4
947,616,4
947,915,4
947,93,4
947,915,3
947,790,3
947,925,2
946,799,4
946,139,5
946,317,5
946,97,4
946,39,4
946,906,4
946,314,5
946,848,4
946,414,5
946,989,3
946,377,5
946,673,4
946,477,4
946,369,4
946,688,4
946,387,4
946,952,3
946,169,3
946,929,5
946,938,5
946,202,4
946,122,4
946,470,4
946,514,4
946,857,4
946,701,5
946,68,4
946,277,4
946,494,4
946,328,2
946,162,4
946,880,4
946,97,4
946,75,4
945,477,4
945,111,1
945,546,3
945,451,5
945,561,5
945,544,5
945,3,4
945,311,4
945,480,5
945,606,5
945,562,5
945,625,4
945,804,4
945,828,5
945,955,5
944,166,4
944,829,4
944,250,3
944,848,5
944,319,5
944,979,4
944,539,2
944,505,4
943,429,3
943,519,3
943,161,4
943,726,4
943,710,4
943,53,2
943,730,3
943,134,4
943,36,4
942,629,2
942,52,4
942,475,4
942,561,4
942,739,5
942,824,5
942,903,5
942,966,4
942,506,4
942,481,5
942,564,4
942,646,5
942,339,4
942,244,5
942,790,2
942,136,4
942,586,4
941,155,4
941,418,4
941,428,2
941,461,4
941,717,4
941,856,4
941,547,4
941,838,3
941,404,2
941,230,2
941,610,4
940,850,4
940,698,4
940,858,5
940,845,3
940,451,4
940,633,3
940,646,4
940,119,4
940,238,4
940,482,5
940,798,4
940,132,4
940,280,4
940,268,4
940,55,4
940,987,4
940,404,3
940,719,3
940,607,3
940,899,4
940,494,5
940,126,5
940,929,5
940,430,5
940,11,4
940,25,4
940,168,4
940,130,5
940,865,4
940,406,4
940,874,4
940,130,5
940,711,4
940,276,4
940,406,5
940,273,4
940,739,5
940,208,4
940,177,3
940,633,1
940,155,4
940,628,4
940,526,4
940,930,4
940,104,3
940,257,4
940,710,5
940,404,4
940,708,5
940,324,3
940,192,4
940,24,4
940,18,4
940,796,3
940,393,4
940,441,5
940,642,5
940,73,4
940,984,3
940,785,4
940,143,4
940,406,4
940,99,4
940,948,4
940,430,5
940,874,3
940,430,4
940,184,2
940,130,4
940,6,2
940,257,4
940,220,5
940,476,5
940,432,5
940,346,4
940,598,3
940,162,4
940,620,4
940,940,5
940,474,4
940,636,3
939,798,3
939,689,3
939,41,5
939,33,4
939,748,5
939,689,1
939,853,5
939,691,4
939,151,2
939,151,2
939,151,2
939,82,2
939,63,5
939,308,5
939,382,3
939,647,3
939,27,5
939,430,5
939,572,5
939,59,2
939,663,5
938,866,4
938,179,4
938,605,4
938,430,4
938,36,3
938,426,4
938,337,4
938,820,5
938,509,3
938,61,4
938,824,4
938,760,2
938,817,4
938,852,4
938,99,4
937,494,3
937,466,4
937,969,4
937,656,4
937,458,4
937,346,4
937,33,5
937,238,5
937,500,4
937,325,4
937,922,5
937,665,4
937,816,3
937,382,2
937,691,5
937,888,4
937,158,4
937,256,5
937,405,4
937,391,3
937,466,4
937,494,3
937,691,3
937,721,5
937,457,4
937,665,5
937,917,5
937,61,4
937,367,4
937,739,5
937,119,5
937,869,5
937,691,4
937,367,5
937,261,4
937,116,5
937,675,4
937,589,5
937,721,1
937,793,5
937,17,5
937,432,3
936,502,5
936,448,4
936,847,4
936,461,4
936,75,4
936,634,5
936,869,3
936,660,3
936,357,4
936,220,4
936,14,4
936,915,4
936,311,5
936,852,4
936,523,4
936,367,4
936,488,4
936,281,5
936,941,4
936,696,5
936,174,5
936,676,4
936,351,5
936,540,5
936,47,4
936,661,3
936,406,2
936,507,4
936,404,2
936,196,5
936,834,4
936,77,3
936,124,3
936,536,4
936,863,4
936,105,3
936,406,4
936,25,2
936,775,4
936,222,4
936,303,3
936,542,5
936,943,3
936,197,5
936,506,3
936,335,3
936,284,3
936,46,4
936,308,4
936,159,4
936,733,2
936,312,4
936,994,4
936,647,3
936,718,4
936,441,5
936,539,2
936,667,4
936,401,4
936,683,5
936,197,4
936,485,4
936,306,3
936,525,4
936,986,1
936,893,4
936,151,4
936,181,5
936,419,3
936,531,4
936,415,5
936,70,5
936,76,3
936,543,4
936,826,4
936,643,5
936,1,4
936,383,4
936,876,5
936,159,4
936,866,5
936,269,4
936,988,4
936,974,4
936,986,1
936,311,4
936,850,4
936,497,4
936,146,4
936,623,4
936,960,4
936,196,5
936,789,3
936,104,4
936,835,4
936,836,5
936,815,4
936,723,4
936,245,4
936,896,4
936,948,2
936,342,5
936,348,5
936,630,3
936,560,4
936,273,3
936,113,4
936,338,4
936,719,4
936,279,4
935,60,3
935,590,4
935,805,4
935,369,4
935,879,4
935,144,2
935,505,4
935,505,5
935,753,4
935,286,4
935,679,3
935,24,4
935,369,5
935,369,4
935,286,1
935,206,4
935,407,5
935,673,4
935,430,4
935,430,4
935,179,4
935,505,4
935,341,4
935,709,4
935,432,5
935,432,5
935,659,5
935,465,4
935,238,4
935,24,4
935,217,4
935,432,5
935,341,4
935,805,5
935,505,4
934,525,5
934,482,5
934,394,1
934,282,1
934,601,1
934,406,5
934,323,1
934,689,1
934,59,1
934,369,1
934,369,1
934,369,1
934,59,1
934,829,1
934,693,5
934,76,5
934,255,5
934,369,1
934,693,5
934,394,1
934,369,1
934,59,1
934,776,5
934,405,1
934,59,1
934,715,5
934,406,5
934,899,5
934,369,1
934,525,5
934,59,1
933,200,4
933,808,5
933,97,4
933,468,3
933,813,4
933,971,5
933,7,4
933,412,5
933,971,3
933,888,5
933,438,3
933,419,3
933,441,5
933,125,5
933,407,3
933,847,4
933,716,3
933,101,4
933,450,5
933,697,2
933,350,4
933,351,4
933,526,3
933,736,3
932,15,4
932,24,4
932,523,4
932,268,4
932,202,3
932,646,4
932,963,5
932,716,4
932,755,4
932,703,4
932,339,3
931,10,4
931,756,4
931,104,3
931,274,5
931,622,5
931,598,4
931,598,4
931,850,4
931,954,5
931,404,3
931,838,3
931,893,3
931,572,4
931,471,5
931,754,5
931,376,2
931,629,4
931,217,5
931,24,4
931,332,2
931,719,3
931,246,2
931,220,5
931,892,4
931,468,5
931,744,4
931,125,3
931,378,5
931,980,3
931,641,3
931,709,4
931,931,5
931,34,5
930,202,4
930,773,4
930,954,1
930,747,3
930,956,1
930,240,3
930,809,5
930,89,4
930,831,2
929,689,4
929,889,5
929,491,3
929,368,5
929,850,2
929,126,5
929,683,5
929,344,4
929,40,2
929,882,4
929,983,5
929,683,5
929,978,5
929,838,1
929,850,2
929,407,5
929,742,1
929,115,4
929,127,5
929,41,4
929,91,1
929,303,4
929,502,4
929,605,4
929,370,5
929,60,5
929,386,4
929,719,4
929,246,5
929,27,4
929,679,5
929,370,5
929,675,3
929,151,4
928,802,5
928,281,4
928,93,4
928,685,5
928,841,1
928,617,3
928,236,2
928,330,4
928,685,3
928,631,4
928,65,4
928,802,3
928,529,4
928,699,4
928,629,2
928,93,4
928,385,5
927,623,5
927,276,1
927,785,3
927,64,5
927,140,4
927,879,5
927,256,5
927,782,4
927,245,5
927,250,5
927,472,5
927,598,3
927,389,5
927,715,3
927,901,4
927,754,5
927,500,3
927,53,4
927,41,4
927,59,3
927,751,4
927,527,3
927,444,5
927,323,5
927,626,5
927,331,3
927,925,3
927,932,4
927,115,4
927,221,3
927,585,5
927,558,4
927,100,4
927,438,3
927,297,3
927,896,3
927,4,3
927,563,5
927,665,5
927,536,5
927,95,3
926,447,4
926,31,4
926,578,4
926,893,4
926,7,4
926,979,3
926,971,5
926,86,5
926,795,5
926,451,5
926,609,2
926,531,4
926,117,5
926,607,4
926,979,4
926,758,4
926,829,5
925,288,4
925,24,4
925,984,4
925,75,4
925,948,3
925,13,4
925,733,4
925,666,4
925,251,4
925,673,4
925,276,4
925,505,4
925,741,4
925,3,5
925,230,4
925,162,4
925,590,4
925,698,1
925,688,4
925,745,4
925,226,4
925,263,4
925,387,4
925,549,4
925,252,5
925,294,4
925,124,4
925,944,5
925,852,4
925,620,3
925,188,2
925,684,5
925,261,4
925,616,5
925,338,4
925,557,5
925,285,2
925,6,2
925,143,3
925,56,1
925,303,4
925,744,4
925,549,1
925,984,2
925,430,3
925,109,3
925,553,4
925,946,2
925,741,3
925,668,4
924,869,4
924,285,4
924,916,4
924,381,4
924,876,5
924,265,3
924,323,4
924,85,4
924,914,4
924,341,5
923,317,5
923,578,5
923,972,4
923,585,5
923,308,4
923,690,3
923,523,4
923,458,4
923,342,4
923,709,2
922,727,3
922,441,5
922,488,2
922,949,4
922,441,4
922,441,3
922,949,4
922,847,2
922,644,2
922,103,4
922,175,4
922,334,3
922,90,3
922,348,2
922,193,4
922,175,4
922,869,4
922,789,5
922,428,1
922,536,2
921,289,4
921,724,4
921,252,4
921,512,4
921,272,4
921,744,4
921,382,4
921,7,5
921,518,4
921,201,4
921,194,2
920,206,5
920,494,4
920,679,5
920,154,3
920,833,4
920,208,4
920,316,4
920,677,3
920,667,4
920,79,4
920,634,4
920,664,4
920,15,4
920,764,5
920,130,4
920,433,5
920,308,4
920,318,4
920,61,5
920,701,4
920,967,5
919,785,4
919,179,5
919,337,4
919,230,2
919,597,5
919,749,4
919,817,4
919,839,3
919,229,2
919,467,4
919,123,2
919,646,3
918,130,3
918,533,5
918,328,3
918,969,4
918,628,3
918,903,4
918,673,4
918,896,4
918,896,2
918,24,4
918,599,2
918,710,4
918,204,2
918,224,4
918,276,4
918,220,4
918,606,5
918,342,5
918,848,5
918,971,5
918,3,4
918,561,4
917,581,4
917,791,3
917,281,5
917,330,5
917,938,4
917,913,5
917,878,5
917,145,4
917,705,5
917,560,5
917,57,3
917,507,5
917,171,4
917,314,5
917,644,4
917,881,4
917,922,4
917,777,4
917,500,4
917,733,5
917,793,4
917,427,3
917,584,3
917,955,5
917,836,5
917,26,3
917,974,4
917,125,5
917,192,5
917,33,4
917,330,5
917,581,4
917,256,4
917,540,5
917,710,5
917,466,4
917,273,4
917,642,4
917,237,5
917,482,4
916,500,3
916,913,4
916,431,3
916,72,2
916,705,5
916,589,3
916,561,5
916,62,5
916,525,4
916,36,4
916,102,5
916,474,4
916,816,5
916,898,5
916,930,1
916,189,5
916,420,4
916,710,5
916,945,4
916,373,3
916,779,2
916,987,4
915,100,3
915,993,4
915,316,4
915,421,5
915,540,5
915,332,5
915,406,4
915,352,4
915,848,4
915,24,5
915,505,4
915,407,5
915,750,4
915,704,3
915,127,4
915,369,5
915,646,5
915,237,5
914,127,3
914,127,4
914,401,3
914,61,3
914,494,3
914,263,2
913,800,1
913,131,1
913,169,4
913,186,5
913,721,1
913,299,3
913,519,2
913,669,1
913,218,2
913,319,1
913,603,3
913,355,1
913,269,1
913,354,2
912,829,5
912,3,3
912,161,4
912,433,4
912,547,3
912,417,4
912,666,5
912,272,4
912,271,4
911,4,4
911,26,4
911,221,4
911,942,2
911,411,1
911,927,5
911,312,3
911,878,5
911,732,5
911,632,5
910,558,3
910,406,3
910,945,5
910,731,5
910,829,5
910,638,1
910,261,4
910,851,4
910,764,4
910,69,5
910,706,5
910,112,5
910,424,4
910,947,5
910,581,4
909,454,3
909,802,1
909,997,4
909,433,3
909,879,4
909,746,4
909,309,1
909,171,3
909,992,4
909,311,1
909,161,3
909,388,1
909,437,4
909,216,1
909,974,1
909,939,4
909,24,4
909,416,4
909,407,2
909,997,4
909,562,5
909,24,3
909,333,3
909,213,3
909,879,4
909,691,1
909,601,3
909,293,3
909,964,1
909,759,5
909,625,2
909,900,1
909,398,1
909,818,3
909,759,5
909,997,4
909,817,3
909,759,5
909,272,1
909,84,4
909,487,5
909,537,4
909,337,3
909,858,4
909,257,2
908,183,5
908,75,4
908,786,1
908,672,5
908,162,5
908,702,5
908,446,2
907,130,4
907,376,3
907,511,4
907,609,4
907,89,2
907,479,5
907,265,4
907,370,5
907,773,5
907,890,4
907,18,3
907,689,3
907,948,4
906,638,4
906,466,3
906,136,4
906,427,2
906,500,3
906,721,4
906,115,4
906,55,3
906,466,5
906,632,4
906,927,4
906,72,1
906,256,4
906,77,3
906,373,2
906,606,4
906,56,3
906,638,4
906,694,4
905,488,5
905,531,4
905,906,5
905,264,3
905,238,4
905,848,5
905,291,4
905,172,5
905,513,4
905,304,2
905,288,4
905,646,5
905,915,3
905,331,5
905,292,5
905,662,5
905,395,5
905,716,4
905,167,5
905,185,4
905,797,1
905,3,4
905,915,5
905,342,5
905,177,5
905,952,5
905,208,5
905,904,4
905,562,4
905,8,4
905,544,5
905,288,3
905,592,5
905,477,4
905,249,5
905,984,4
905,80,5
905,829,3
905,722,5
904,410,4
904,793,4
904,494,4
904,410,3
904,817,5
904,96,4
904,667,3
904,130,2
904,922,5
904,646,2
904,845,2
904,820,4
903,645,5
903,909,5
903,680,5
903,852,5
903,727,2
903,419,5
903,419,5
903,680,1
903,482,5
903,909,3
903,680,5
903,974,5
902,476,5
902,729,4
902,464,4
902,329,5
902,501,5
902,961,4
902,420,5
902,637,5
902,178,4
902,610,4
902,961,3
902,913,5
902,199,5
901,363,1
901,126,4
901,268,5
901,417,2
901,829,4
901,587,5
901,685,4
901,574,5
901,716,5
901,642,4
901,162,2
901,283,3
901,896,1
901,959,3
901,481,3
901,587,5
901,767,5
900,616,5
900,962,5
900,646,3
900,817,5
900,753,1
900,14,1
900,590,3
900,179,5
900,395,3
900,505,4
900,741,4
900,196,4
899,683,4
899,292,4
899,984,3
899,357,4
899,147,4
899,55,4
899,36,4
899,130,4
899,616,4
899,470,4
899,500,3
899,553,5
899,895,4
899,455,3
899,441,3
899,657,4
899,517,3
899,638,5
899,433,3
899,303,4
899,975,4
899,259,3
899,569,4
899,315,3
899,415,2
898,427,3
898,290,4
898,273,2
898,851,2
898,561,2
898,469,5
898,500,5
898,927,4
898,126,4
898,985,5
898,518,4
898,220,4
898,899,3
898,97,4
898,388,5
898,84,3
898,449,3
898,449,5
898,739,5
898,219,5
898,217,3
898,512,2
898,105,3
898,243,5
898,162,5
898,616,3
898,817,5
898,293,5
898,758,5
898,26,5
898,364,4
898,618,5
898,358,4
898,819,4
898,863,4
898,606,5
898,793,5
898,256,5
898,69,4
898,505,4
898,97,5
898,107,4
898,42,4
898,863,4
898,69,4
898,97,5
898,582,4
898,710,4
898,57,4
898,681,4
898,219,5
898,471,4
898,162,5
898,964,2
898,561,4
898,983,5
898,609,5
898,243,5
898,107,5
897,841,4
897,157,2
897,40,4
897,73,3
897,607,3
897,998,4
897,185,4
897,125,4
897,750,4
897,868,4
897,792,4
897,83,4
897,179,4
897,929,4
897,455,3
897,480,2
897,659,4
897,903,4
897,114,4
897,21,3
897,17,3
897,330,4
897,812,3
897,177,4
897,508,4
896,958,5
896,531,5
896,513,4
896,276,5
896,621,4
896,276,2
896,549,2
896,73,4
896,451,3
896,640,5
895,476,5
895,952,4
895,561,5
895,562,4
895,432,3
895,383,3
895,594,2
895,484,4
895,400,3
895,494,3
895,561,5
895,850,4
895,649,1
895,504,3
895,432,3
895,653,4
894,104,4
894,672,3
894,963,5
894,200,3
894,200,2
894,848,4
894,821,3
894,798,3
894,303,4
894,53,2
894,829,4
894,414,2
894,36,3
894,805,3
894,341,3
894,406,4
894,356,2
894,382,2
894,386,2
894,547,4
894,570,4
894,948,3
894,61,5
894,953,2
894,222,3
894,540,5
894,517,5
894,7,3
894,263,2
893,420,5
893,758,5
893,500,5
893,646,5
893,706,4
893,469,5
893,72,3
893,721,4
893,235,5
893,783,4
893,967,4
893,329,4
893,221,3
893,221,2
893,581,1
893,896,3
893,875,5
893,922,4
893,291,5
892,432,5
892,417,5
892,376,3
892,830,5
892,551,5
892,756,5
892,321,4
892,869,2
892,91,4
892,367,1
892,916,5
892,983,4
892,667,5
892,948,5
892,265,5
892,471,5
892,916,5
892,817,4
892,24,5
892,177,5
891,997,5
891,202,4
891,217,4
891,317,5
891,441,5
891,544,5
891,97,4
891,395,3
891,404,4
891,476,5
891,441,4
891,10,4
891,537,4
891,619,4
891,531,5
891,815,3
891,24,5
891,641,5
891,206,5
